revision_id,product_sk,mrp,selling_price,effective_from,effective_to
500496,1143,171.84,153.43,2023-11-30,2024-06-19
500497,1143,180.95,161.56,2024-06-20,2024-09-11
500498,1143,191.59,171.06,2024-09-12,9999-12-31
500499,1144,689.86,615.95,2022-01-01,2023-06-25
500500,1144,784.1,700.09,2023-06-26,2024-02-10
500501,1144,794.01,708.94,2024-02-11,2024-06-02
500502,1144,862.11,769.74,2024-06-03,2024-06-15
500503,1144,882.69,788.12,2024-06-16,9999-12-31
500504,1145,79.46,70.95,2022-01-01,2023-11-07
500505,1145,78.0,69.64,2023-11-08,2023-12-18
500506,1145,79.96,71.39,2023-12-19,9999-12-31
500507,1146,132.1,117.95,2022-01-01,2023-11-24
500508,1146,143.08,127.75,2023-11-25,2023-12-04
500509,1146,150.27,134.17,2023-12-05,2024-03-09
500510,1146,152.88,136.5,2024-03-10,2024-08-02
500511,1146,158.85,141.83,2024-08-03,9999-12-31
500512,1147,217.22,193.95,2022-01-01,2024-08-12
500513,1147,210.03,187.53,2024-08-13,2024-08-14
500514,1147,239.25,213.62,2024-08-15,9999-12-31
500515,1148,96.26,85.95,2022-01-01,2024-08-26
500516,1148,107.26,95.77,2024-08-27,2024-09-05
500517,1148,106.11,94.74,2024-09-06,9999-12-31
500518,1149,571.14,509.95,2022-01-01,2023-06-01
500519,1149,576.35,514.6,2023-06-02,2023-09-10
500520,1149,596.48,532.57,2023-09-11,2024-03-08
500521,1149,602.52,537.96,2024-03-09,2024-06-28
500522,1149,687.49,613.83,2024-06-29,9999-12-31
500523,1150,208.26,185.95,2022-01-01,2023-09-01
500524,1150,211.21,188.58,2023-09-02,2024-04-29
500525,1150,233.35,208.35,2024-04-30,2024-08-19
500526,1150,246.29,219.9,2024-08-20,9999-12-31
500527,1151,207.14,184.95,2022-01-01,2024-01-04
500528,1151,222.87,198.99,2024-01-05,2024-10-24
500529,1151,237.64,212.18,2024-10-25,9999-12-31
500530,1152,50.34,44.95,2022-01-01,2023-03-27
500531,1152,53.23,47.53,2023-03-28,2023-12-27
500532,1152,53.73,47.97,2023-12-28,2024-09-18
500533,1152,58.67,52.38,2024-09-19,9999-12-31
500534,1153,38.02,33.95,2022-01-01,2024-01-13
500535,1153,39.83,35.56,2024-01-14,2024-05-15
500536,1153,37.9,33.84,2024-05-16,9999-12-31
500537,1154,608.1,542.95,2022-01-01,2023-02-10
500538,1154,679.72,606.89,2023-02-11,9999-12-31
500539,1155,330.34,294.95,2022-01-01,2023-07-14
500540,1155,349.5,312.05,2023-07-15,2024-06-13
500541,1155,385.11,343.85,2024-06-14,2024-09-22
500542,1155,391.61,349.65,2024-09-23,9999-12-31
500543,1156,25.7,22.95,2022-01-01,2024-05-20
500544,1156,26.95,24.06,2024-05-21,9999-12-31
500545,1157,225.06,200.95,2022-01-01,2023-10-04
500546,1157,230.03,205.38,2023-10-05,9999-12-31
500547,1158,67.14,59.95,2022-01-01,2023-03-29
500548,1158,73.09,65.26,2023-03-30,2023-04-15
500549,1158,73.52,65.64,2023-04-16,2023-07-02
500550,1158,83.16,74.25,2023-07-03,9999-12-31
500551,1159,465.86,415.95,2022-01-01,2024-02-29
500552,1159,474.98,424.09,2024-03-01,2024-04-06
500553,1159,538.45,480.76,2024-04-07,2024-06-01
500554,1159,607.98,542.84,2024-06-02,2024-10-15
500555,1159,608.71,543.49,2024-10-16,9999-12-31
500556,1160,203.78,181.95,2022-01-01,2023-11-29
500557,1160,219.32,195.82,2023-11-30,2024-06-10
500558,1160,227.63,203.24,2024-06-11,2024-10-13
500559,1160,233.12,208.14,2024-10-14,9999-12-31
500560,1161,79.46,70.95,2022-01-01,2024-05-24
500561,1161,78.56,70.14,2024-05-25,2024-07-02
500562,1161,77.71,69.38,2024-07-03,9999-12-31
500563,1162,51.46,45.95,2022-01-01,2024-11-13
500564,1162,58.17,51.94,2024-11-14,9999-12-31
500565,1163,1122.18,1001.95,2022-01-01,2024-05-15
500566,1163,1200.37,1071.76,2024-05-16,9999-12-31
500567,1164,107.46,95.95,2022-01-01,2024-03-05
500568,1164,110.38,98.55,2024-03-06,2024-06-23
500569,1164,114.28,102.04,2024-06-24,9999-12-31
500570,1165,562.18,501.95,2022-01-01,2023-12-11
500571,1165,535.85,478.44,2023-12-12,2024-10-01
500572,1165,548.86,490.05,2024-10-02,9999-12-31
500573,1166,94.02,83.95,2022-01-01,2023-06-27
500574,1166,102.82,91.8,2023-06-28,2024-09-28
500575,1166,106.48,95.07,2024-09-29,9999-12-31
500576,1167,287.78,256.95,2022-01-01,2023-11-22
500577,1167,321.5,287.05,2023-11-23,2023-12-30
500578,1167,341.81,305.19,2023-12-31,2024-01-23
500579,1167,361.51,322.78,2024-01-24,2024-06-05
500580,1167,450.08,401.86,2024-06-06,9999-12-31
500581,1168,55.94,49.95,2022-01-01,2023-08-26
500582,1168,56.11,50.1,2023-08-27,2024-05-23
500583,1168,55.18,49.27,2024-05-24,2024-06-27
500584,1168,58.6,52.32,2024-06-28,2024-08-23
500585,1168,64.32,57.43,2024-08-24,9999-12-31
500586,1169,161.22,143.95,2022-01-01,2024-03-09
500587,1169,159.33,142.26,2024-03-10,2024-03-10
500588,1169,168.29,150.26,2024-03-11,2024-07-28
500589,1169,172.41,153.94,2024-07-29,2024-09-23
500590,1169,186.32,166.36,2024-09-24,9999-12-31
500591,1170,61.54,54.95,2022-01-01,2024-03-16
500592,1170,62.22,55.55,2024-03-17,2024-05-16
500593,1170,62.55,55.85,2024-05-17,2024-07-23
500594,1170,71.78,64.09,2024-07-24,9999-12-31
500595,1171,98.5,87.95,2022-01-01,2023-11-07
500596,1171,94.75,84.6,2023-11-08,2024-08-09
500597,1171,99.96,89.25,2024-08-10,9999-12-31
500598,1172,46.98,41.95,2022-01-01,2024-03-18
500599,1172,50.4,45.0,2024-03-19,2024-10-04
500600,1172,54.23,48.42,2024-10-05,9999-12-31
500601,1173,617.06,550.95,2022-01-01,2023-11-11
500602,1173,583.73,521.19,2023-11-12,2024-06-30
500603,1173,645.77,576.58,2024-07-01,2024-09-12
500604,1173,665.12,593.86,2024-09-13,9999-12-31
500605,1174,258.66,230.95,2022-01-01,2023-12-28
500606,1174,260.78,232.84,2023-12-29,9999-12-31
500607,1175,67.14,59.95,2022-01-01,2024-04-05
500608,1175,68.76,61.39,2024-04-06,9999-12-31
500609,1176,463.62,413.95,2022-01-01,2023-07-03
500610,1176,460.67,411.31,2023-07-04,2023-09-02
500611,1176,506.67,452.38,2023-09-03,9999-12-31
500612,1177,279.94,249.95,2022-01-01,2023-03-18
500613,1177,280.83,250.74,2023-03-19,2024-02-27
500614,1177,291.39,260.17,2024-02-28,2024-05-15
500615,1177,312.33,278.87,2024-05-16,9999-12-31
500616,1178,89.54,79.95,2022-01-01,2023-03-10
500617,1178,89.87,80.24,2023-03-11,2024-05-11
500618,1178,89.82,80.2,2024-05-12,2024-05-23
500619,1178,93.5,83.48,2024-05-24,2024-11-13
500620,1178,103.43,92.35,2024-11-14,9999-12-31
500621,1179,514.02,458.95,2022-01-01,2024-02-08
500622,1179,520.93,465.12,2024-02-09,2024-03-02
500623,1179,525.59,469.28,2024-03-03,2024-04-04
500624,1179,580.62,518.41,2024-04-05,2024-04-30
500625,1179,557.2,497.5,2024-05-01,9999-12-31
500626,1180,232.9,207.95,2022-01-01,2023-09-03
500627,1180,233.34,208.34,2023-09-04,2024-06-28
500628,1180,224.11,200.1,2024-06-29,2024-11-08
500629,1180,242.39,216.42,2024-11-09,9999-12-31
500630,1181,629.38,561.95,2022-01-01,2024-04-05
500631,1181,676.98,604.45,2024-04-06,2024-08-21
500632,1181,695.35,620.85,2024-08-22,2024-10-12
500633,1181,766.7,684.55,2024-10-13,9999-12-31
500634,1182,94.02,83.95,2022-01-01,2023-08-20
500635,1182,97.69,87.22,2023-08-21,2024-07-19
500636,1182,108.3,96.7,2024-07-20,9999-12-31
500637,1183,234.02,208.95,2022-01-01,2023-11-28
500638,1183,243.9,217.77,2023-11-29,2024-02-01
500639,1183,251.81,224.83,2024-02-02,2024-05-21
500640,1183,266.1,237.59,2024-05-22,2024-09-17
500641,1183,272.05,242.9,2024-09-18,9999-12-31
500642,1184,293.38,261.95,2022-01-01,2023-11-18
500643,1184,295.1,263.48,2023-11-19,9999-12-31
500644,1185,367.3,327.95,2022-01-01,2023-04-22
500645,1185,392.96,350.86,2023-04-23,2023-10-23
500646,1185,408.15,364.42,2023-10-24,2024-01-17
500647,1185,422.54,377.27,2024-01-18,2024-04-13
500648,1185,426.44,380.75,2024-04-14,9999-12-31
500649,1186,213.86,190.95,2022-01-01,2024-02-10
500650,1186,223.63,199.67,2024-02-11,2024-06-17
500651,1186,242.73,216.72,2024-06-18,2024-09-03
500652,1186,251.85,224.87,2024-09-04,9999-12-31
500653,1187,116.42,103.95,2022-01-01,2023-07-31
500654,1187,134.2,119.82,2023-08-01,2024-04-07
500655,1187,123.72,110.46,2024-04-08,2024-08-05
500656,1187,127.93,114.22,2024-08-06,9999-12-31
500657,1188,552.1,492.95,2022-01-01,2023-03-11
500658,1188,539.55,481.74,2023-03-12,9999-12-31
500659,1189,24.58,21.95,2022-01-01,2023-08-17
500660,1189,25.87,23.1,2023-08-18,2023-11-06
500661,1189,27.73,24.76,2023-11-07,9999-12-31
500662,1190,240.74,214.95,2022-01-01,2023-08-16
500663,1190,261.21,233.22,2023-08-17,9999-12-31
500664,1191,415.46,370.95,2022-01-01,2023-11-06
500665,1191,449.1,400.98,2023-11-07,9999-12-31
500666,1192,249.7,222.95,2022-01-01,2024-10-16
500667,1192,258.28,230.61,2024-10-17,9999-12-31
500668,1193,69.38,61.95,2022-01-01,2023-08-22
500669,1193,68.58,61.23,2023-08-23,2023-11-25
500670,1193,77.94,69.59,2023-11-26,2024-07-17
500671,1193,86.84,77.54,2024-07-18,2024-09-20
500672,1193,90.43,80.74,2024-09-21,9999-12-31
500673,1194,1181.54,1054.95,2022-01-01,2024-06-29
500674,1194,1213.04,1083.07,2024-06-30,2024-09-22
500675,1194,1267.84,1132.0,2024-09-23,2024-11-07
500676,1194,1415.74,1264.05,2024-11-08,9999-12-31
500677,1195,446.82,398.95,2022-01-01,2023-07-08
500678,1195,491.03,438.42,2023-07-09,2024-11-13
500679,1195,529.1,472.41,2024-11-14,9999-12-31
500680,1196,477.06,425.95,2022-01-01,2023-03-31
500681,1196,522.6,466.61,2023-04-01,2024-06-03
500682,1196,544.05,485.76,2024-06-04,2024-11-10
500683,1196,573.96,512.46,2024-11-11,9999-12-31
500684,1197,45.86,40.95,2022-01-01,2023-03-15
500685,1197,48.16,43.0,2023-03-16,2023-11-19
500686,1197,52.75,47.1,2023-11-20,2024-01-09
500687,1197,55.28,49.36,2024-01-10,2024-10-06
500688,1197,62.7,55.98,2024-10-07,9999-12-31
500689,1198,49.22,43.95,2022-01-01,2024-04-13
500690,1198,48.15,42.99,2024-04-14,9999-12-31
500691,1199,372.9,332.95,2022-01-01,2023-08-01
500692,1199,412.73,368.51,2023-08-02,2023-10-24
500693,1199,413.08,368.82,2023-10-25,2024-02-14
500694,1199,482.04,430.39,2024-02-15,9999-12-31
500695,1200,36.9,32.95,2022-01-01,2024-09-21
500696,1200,41.04,36.64,2024-09-22,9999-12-31
500697,1201,213.86,190.95,2022-01-01,2023-04-10
500698,1201,231.52,206.71,2023-04-11,2023-06-01
500699,1201,240.28,214.54,2023-06-02,2024-04-09
500700,1201,238.65,213.08,2024-04-10,2024-10-08
500701,1201,255.93,228.51,2024-10-09,9999-12-31
500702,1202,888.1,792.95,2022-01-01,2023-08-02
500703,1202,901.87,805.24,2023-08-03,2024-02-21
500704,1202,893.96,798.18,2024-02-22,2024-07-14
500705,1202,1048.61,936.26,2024-07-15,2024-09-14
500706,1202,1073.77,958.72,2024-09-15,9999-12-31
500707,1203,201.54,179.95,2022-01-01,2024-06-16
500708,1203,219.21,195.72,2024-06-17,2024-10-18
500709,1203,227.28,202.93,2024-10-19,9999-12-31
500710,1204,105.22,93.95,2022-01-01,2023-12-17
500711,1204,115.28,102.93,2023-12-18,2024-02-11
500712,1204,117.67,105.06,2024-02-12,2024-03-18
500713,1204,125.46,112.02,2024-03-19,2024-10-16
500714,1204,133.95,119.6,2024-10-17,9999-12-31
500715,1205,417.7,372.95,2022-01-01,2023-07-26
500716,1205,411.98,367.84,2023-07-27,2023-12-02
500717,1205,441.37,394.08,2023-12-03,2024-10-05
500718,1205,483.53,431.72,2024-10-06,9999-12-31
500719,1206,265.38,236.95,2022-01-01,2023-06-27
500720,1206,265.97,237.47,2023-06-28,2023-08-27
500721,1206,262.84,234.68,2023-08-28,2024-10-29
500722,1206,283.65,253.26,2024-10-30,9999-12-31
500723,1207,935.14,834.95,2022-01-01,2024-08-13
500724,1207,967.32,863.68,2024-08-14,2024-10-16
500725,1207,939.52,838.86,2024-10-17,9999-12-31
500726,1208,146.66,130.95,2022-01-01,2024-08-22
500727,1208,150.82,134.66,2024-08-23,2024-09-21
500728,1208,166.44,148.61,2024-09-22,9999-12-31
500729,1209,1442.5,1287.95,2022-01-01,2023-10-18
500730,1209,1466.33,1309.22,2023-10-19,2024-08-26
500731,1209,1528.88,1365.07,2024-08-27,9999-12-31
500732,1210,544.26,485.95,2022-01-01,2023-03-01
500733,1210,558.35,498.53,2023-03-02,2024-03-12
500734,1210,616.65,550.58,2024-03-13,2024-08-06
500735,1210,642.76,573.89,2024-08-07,9999-12-31
500736,1211,163.46,145.95,2022-01-01,2024-02-01
500737,1211,174.51,155.81,2024-02-02,2024-06-05
500738,1211,193.04,172.36,2024-06-06,2024-07-07
500739,1211,213.72,190.82,2024-07-08,2024-08-31
500740,1211,220.57,196.94,2024-09-01,9999-12-31
500741,1212,48.1,42.95,2022-01-01,2024-07-25
500742,1212,54.56,48.71,2024-07-26,2024-08-04
500743,1212,57.2,51.07,2024-08-05,2024-09-26
500744,1212,61.63,55.03,2024-09-27,9999-12-31
500745,1213,553.22,493.95,2022-01-01,2024-10-20
500746,1213,622.26,555.59,2024-10-21,9999-12-31
500747,1214,96.26,85.95,2022-01-01,2023-09-04
500748,1214,102.84,91.82,2023-09-05,2023-09-09
500749,1214,115.79,103.38,2023-09-10,2023-10-17
500750,1214,123.74,110.48,2023-10-18,2024-05-27
500751,1214,127.05,113.44,2024-05-28,9999-12-31
500752,1215,370.66,330.95,2022-01-01,2023-04-16
500753,1215,390.97,349.08,2023-04-17,2023-08-28
500754,1215,395.16,352.82,2023-08-29,2024-03-19
500755,1215,370.19,330.53,2024-03-20,9999-12-31
500756,1216,614.82,548.95,2022-01-01,2023-09-11
500757,1216,635.04,567.0,2023-09-12,2024-01-01
500758,1216,694.25,619.87,2024-01-02,2024-06-12
500759,1216,712.26,635.95,2024-06-13,9999-12-31
500760,1217,60.42,53.95,2022-01-01,2024-06-10
500761,1217,65.61,58.58,2024-06-11,2024-09-27
500762,1217,67.4,60.18,2024-09-28,9999-12-31
500763,1218,154.5,137.95,2022-01-01,2023-03-21
500764,1218,165.96,148.18,2023-03-22,2024-02-15
500765,1218,188.2,168.04,2024-02-16,2024-11-11
500766,1218,209.97,187.47,2024-11-12,9999-12-31
500767,1219,481.54,429.95,2022-01-01,2023-09-29
500768,1219,519.77,464.08,2023-09-30,2023-11-23
500769,1219,603.49,538.83,2023-11-24,2023-12-01
500770,1219,629.88,562.39,2023-12-02,2024-03-04
500771,1219,645.68,576.5,2024-03-05,9999-12-31
500772,1220,1041.54,929.95,2022-01-01,2023-11-27
500773,1220,1093.52,976.36,2023-11-28,2023-12-03
500774,1220,1142.81,1020.37,2023-12-04,2024-08-31
500775,1220,1092.67,975.6,2024-09-01,9999-12-31
500776,1221,192.58,171.95,2022-01-01,2023-04-26
500777,1221,188.71,168.49,2023-04-27,2023-12-14
500778,1221,199.48,178.11,2023-12-15,2024-01-02
500779,1221,220.04,196.46,2024-01-03,2024-02-13
500780,1221,199.47,178.1,2024-02-14,9999-12-31
500781,1222,64.9,57.95,2022-01-01,2024-06-06
500782,1222,69.45,62.01,2024-06-07,2024-07-28
500783,1222,73.95,66.03,2024-07-29,9999-12-31
500784,1223,49.22,43.95,2022-01-01,2023-07-13
500785,1223,49.63,44.31,2023-07-14,2024-05-02
500786,1223,48.71,43.49,2024-05-03,2024-09-07
500787,1223,51.82,46.27,2024-09-08,2024-10-29
500788,1223,58.89,52.58,2024-10-30,9999-12-31
500789,1224,178.02,158.95,2022-01-01,2023-10-09
500790,1224,179.75,160.49,2023-10-10,2024-01-05
500791,1224,172.8,154.29,2024-01-06,2024-03-29
500792,1224,174.53,155.83,2024-03-30,2024-09-06
500793,1224,193.45,172.72,2024-09-07,9999-12-31
500794,1225,295.62,263.95,2022-01-01,2024-03-04
500795,1225,323.41,288.76,2024-03-05,2024-09-25
500796,1225,335.25,299.33,2024-09-26,2024-11-12
500797,1225,333.79,298.03,2024-11-13,9999-12-31
500798,1226,40.26,35.95,2022-01-01,2023-12-30
500799,1226,41.63,37.17,2023-12-31,2024-05-17
500800,1226,44.54,39.77,2024-05-18,2024-11-04
500801,1226,49.48,44.18,2024-11-05,9999-12-31
500802,1227,12.26,10.95,2022-01-01,2023-12-02
500803,1227,12.13,10.83,2023-12-03,2024-03-12
500804,1227,12.89,11.51,2024-03-13,2024-07-15
500805,1227,11.7,10.45,2024-07-16,9999-12-31
500806,1228,314.66,280.95,2022-01-01,2024-05-25
500807,1228,331.05,295.58,2024-05-26,9999-12-31
500808,1229,434.5,387.95,2022-01-01,2024-04-07
500809,1229,477.33,426.19,2024-04-08,2024-05-17
500810,1229,467.89,417.76,2024-05-18,9999-12-31
500811,1230,968.74,864.95,2022-01-01,2023-08-15
500812,1230,994.41,887.87,2023-08-16,2024-03-17
500813,1230,1020.73,911.37,2024-03-18,2024-10-18
500814,1230,1077.83,962.35,2024-10-19,2024-11-07
500815,1230,1081.6,965.71,2024-11-08,9999-12-31
500816,1231,105.22,93.95,2022-01-01,2023-08-15
500817,1231,114.37,102.12,2023-08-16,2023-09-15
500818,1231,123.01,109.83,2023-09-16,2024-04-09
500819,1231,131.39,117.31,2024-04-10,2024-07-28
500820,1231,140.34,125.3,2024-07-29,9999-12-31
500821,1232,245.22,218.95,2022-01-01,2023-12-16
500822,1232,290.94,259.77,2023-12-17,2024-10-02
500823,1232,305.03,272.35,2024-10-03,9999-12-31
500824,1233,1054.98,941.95,2022-01-01,2024-05-20
500825,1233,1052.62,939.84,2024-05-21,2024-06-04
500826,1233,1165.57,1040.69,2024-06-05,9999-12-31
500827,1234,26.82,23.95,2022-01-01,2023-10-04
500828,1234,28.06,25.05,2023-10-05,9999-12-31
500829,1235,418.82,373.95,2022-01-01,2024-07-28
500830,1235,450.84,402.54,2024-07-29,9999-12-31
500831,1236,313.54,279.95,2022-01-01,2023-09-02
500832,1236,319.4,285.18,2023-09-03,2023-11-13
500833,1236,348.66,311.3,2023-11-14,2023-12-08
500834,1236,374.33,334.22,2023-12-09,9999-12-31
500835,1237,294.5,262.95,2022-01-01,2024-10-02
500836,1237,319.48,285.25,2024-10-03,2024-10-30
500837,1237,363.94,324.95,2024-10-31,9999-12-31
500838,1238,203.78,181.95,2022-01-01,2023-05-28
500839,1238,213.32,190.46,2023-05-29,2023-12-12
500840,1238,216.32,193.14,2023-12-13,9999-12-31
500841,1239,54.82,48.95,2022-01-01,2024-03-01
500842,1239,51.3,45.8,2024-03-02,2024-05-08
500843,1239,55.51,49.56,2024-05-09,2024-07-27
500844,1239,59.67,53.28,2024-07-28,2024-11-04
500845,1239,63.27,56.49,2024-11-05,9999-12-31
500846,1240,418.82,373.95,2022-01-01,2024-09-25
500847,1240,434.22,387.7,2024-09-26,9999-12-31
500848,1241,122.02,108.95,2022-01-01,2023-08-28
500849,1241,128.34,114.59,2023-08-29,2023-10-01
500850,1241,139.75,124.78,2023-10-02,2023-12-08
500851,1241,148.36,132.46,2023-12-09,2024-03-21
500852,1241,155.78,139.09,2024-03-22,9999-12-31
500853,1242,1174.82,1048.95,2022-01-01,2024-07-13
500854,1242,1170.19,1044.81,2024-07-14,9999-12-31
500855,1243,86.18,76.95,2022-01-01,2023-07-12
500856,1243,84.27,75.24,2023-07-13,2023-11-22
500857,1243,95.48,85.25,2023-11-23,2024-05-19
500858,1243,106.93,95.47,2024-05-20,2024-07-26
500859,1243,114.62,102.34,2024-07-27,9999-12-31
500860,1244,542.02,483.95,2022-01-01,2024-02-16
500861,1244,550.36,491.39,2024-02-17,9999-12-31
500862,1245,307.94,274.95,2022-01-01,2023-11-09
500863,1245,344.27,307.38,2023-11-10,2024-07-19
500864,1245,361.49,322.76,2024-07-20,2024-09-29
500865,1245,387.37,345.87,2024-09-30,9999-12-31
500866,1246,49.22,43.95,2022-01-01,2024-07-02
500867,1246,49.57,44.26,2024-07-03,9999-12-31
500868,1247,1323.78,1181.95,2022-01-01,2023-07-15
500869,1247,1392.62,1243.41,2023-07-16,2023-08-16
500870,1247,1491.68,1331.86,2023-08-17,2024-11-02
500871,1247,1635.39,1460.17,2024-11-03,9999-12-31
500872,1248,1401.06,1250.95,2022-01-01,2024-07-21
500873,1248,1557.65,1390.76,2024-07-22,9999-12-31
500874,1249,767.14,684.95,2022-01-01,2024-02-28
500875,1249,896.96,800.86,2024-02-29,2024-06-03
500876,1249,957.6,855.0,2024-06-04,9999-12-31
500877,1250,259.78,231.95,2022-01-01,2023-06-29
500878,1250,275.24,245.75,2023-06-30,9999-12-31
500879,1251,499.46,445.95,2022-01-01,2023-05-14
500880,1251,515.32,460.11,2023-05-15,2024-09-25
500881,1251,534.67,477.38,2024-09-26,9999-12-31
500882,1252,593.54,529.95,2022-01-01,2024-08-26
500883,1252,591.76,528.36,2024-08-27,9999-12-31
500884,1253,212.74,189.95,2022-01-01,2024-03-26
500885,1253,231.84,207.0,2024-03-27,2024-10-05
500886,1253,247.15,220.67,2024-10-06,9999-12-31
500887,1254,1121.06,1000.95,2022-01-01,2023-12-31
500888,1254,1255.98,1121.41,2024-01-01,2024-04-29
500889,1254,1292.85,1154.33,2024-04-30,2024-08-15
500890,1254,1250.1,1116.16,2024-08-16,2024-10-10
500891,1254,1308.9,1168.66,2024-10-11,9999-12-31
500892,1255,221.7,197.95,2022-01-01,2024-04-27
500893,1255,221.86,198.09,2024-04-28,2024-09-25
500894,1255,234.93,209.76,2024-09-26,9999-12-31
500895,1256,387.46,345.95,2022-01-01,2023-04-17
500896,1256,376.34,336.02,2023-04-18,2024-07-11
500897,1256,438.46,391.48,2024-07-12,9999-12-31
500898,1257,1062.82,948.95,2022-01-01,2024-02-22
500899,1257,1109.55,990.67,2024-02-23,9999-12-31
500900,1258,46.98,41.95,2022-01-01,2024-05-23
500901,1258,45.71,40.81,2024-05-24,2024-09-06
500902,1258,49.45,44.15,2024-09-07,9999-12-31
500903,1259,772.74,689.95,2022-01-01,2023-10-08
500904,1259,848.51,757.6,2023-10-09,2024-04-30
500905,1259,857.73,765.83,2024-05-01,2024-07-06
500906,1259,889.26,793.98,2024-07-07,9999-12-31
500907,1260,277.7,247.95,2022-01-01,2024-01-16
500908,1260,265.51,237.06,2024-01-17,2024-04-08
500909,1260,292.2,260.89,2024-04-09,2024-08-27
500910,1260,306.48,273.64,2024-08-28,9999-12-31
500911,1261,175.78,156.95,2022-01-01,2023-07-01
500912,1261,188.33,168.15,2023-07-02,2024-04-22
500913,1261,191.49,170.97,2024-04-23,2024-07-05
500914,1261,190.8,170.36,2024-07-06,2024-07-19
500915,1261,205.72,183.68,2024-07-20,9999-12-31
500916,1262,151.14,134.95,2022-01-01,2023-08-26
500917,1262,156.48,139.71,2023-08-27,2023-11-12
500918,1262,155.97,139.26,2023-11-13,2024-10-14
500919,1262,174.43,155.74,2024-10-15,9999-12-31
500920,1263,425.54,379.95,2022-01-01,2023-05-24
500921,1263,460.22,410.91,2023-05-25,2023-07-21
500922,1263,457.41,408.4,2023-07-22,2024-09-10
500923,1263,450.97,402.65,2024-09-11,9999-12-31
500924,1264,223.94,199.95,2022-01-01,2023-06-16
500925,1264,215.79,192.67,2023-06-17,2023-09-04
500926,1264,235.79,210.53,2023-09-05,2024-09-24
500927,1264,255.32,227.96,2024-09-25,9999-12-31
500928,1265,1571.3,1402.95,2022-01-01,2023-02-20
