product_sk,product_code,product_name,category_id,brand,pack_size,uom,valid_from,valid_to,is_current
2037,P107253,Local Mandi Apple 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
2038,P107264,Bru Mineral Water 500g,C03,Bru,500g,EA,2019-04-01,9999-12-31,True
2039,P107266,English Oven Rusk 6 pc,C11,English Oven,6 pc,EA,2019-04-01,9999-12-31,True
2040,P107278,Classmate A4 Paper Ream Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
2041,P107282,Aashirvaad Sona Masoori Rice 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
2042,P107292,Cello Notebook 500 sheets,C14,Cello,500 sheets,EA,2019-04-01,9999-12-31,True
2043,P107294,Local Bakery Muffin 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
2044,P107301,Daawat Sona Masoori Rice 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
2045,P107308,Bru Mango Juice 250g,C03,Bru,250g,EA,2019-04-01,9999-12-31,True
2046,P107320,Camlin A4 Paper Ream 500 sheets,C14,Camlin,500 sheets,EA,2019-04-01,9999-12-31,True
2047,P107327,Aashirvaad Sona Masoori Rice 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
2048,P107330,Paper Boat Instant Coffee 2L,C03,Paper Boat,2L,EA,2019-04-01,9999-12-31,True
2049,P107337,Catch Turmeric Powder 500g,C06,Catch,500g,EA,2019-04-01,9999-12-31,True
2050,P107346,Dhara Groundnut Oil 1L,C05,Dhara,1L,EA,2019-04-01,9999-12-31,True
2051,P107354,McCain French Fries 400g,C10,McCain,400g,EA,2019-04-01,9999-12-31,True
2052,P107362,Bru Soda 600ml,C03,Bru,600ml,EA,2019-04-01,9999-12-31,True
2053,P107365,Mamypoko Baby Wipes Large,C09,Mamypoko,Large,EA,2019-04-01,9999-12-31,True
2054,P107373,Safal Banana 1kg,C12,Safal,1kg,KG,2019-04-01,9999-12-31,True
2055,P107381,McCain French Fries 400g,C10,McCain,400g,EA,2019-04-01,9999-12-31,True
2056,P107385,Saffola Mustard Oil 1L,C05,Saffola,1L,EA,2019-04-01,9999-12-31,True
2057,P107393,Cello Pencil Box Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
2058,P107400,Amul Choco Milk Chocolate Pack of 10,C13,Amul Choco,Pack of 10,EA,2019-04-01,9999-12-31,True
2059,P107409,Mother Dairy Paneer 500ml,C02,Mother Dairy,500ml,EA,2019-04-01,9999-12-31,True
2060,P107414,Mother Dairy Toned Milk 1L,C02,Mother Dairy,1L,EA,2019-04-01,9999-12-31,True
2061,P107422,Amul Paneer 1L,C02,Amul,1L,EA,2019-04-01,9999-12-31,True
2062,P107432,Nandini Cheese Slices 200g,C02,Nandini,200g,EA,2019-04-01,9999-12-31,True
2063,P107435,Dove Bathing Soap 340ml,C07,Dove,340ml,EA,2019-04-01,9999-12-31,True
2064,P107446,Himalaya Toothpaste 100g,C07,Himalaya,100g,EA,2019-04-01,9999-12-31,True
2065,P107449,Mamypoko Baby Soap XL,C09,Mamypoko,XL,EA,2019-04-01,9999-12-31,True
2066,P107458,Aashirvaad Toor Dal 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
2067,P107463,Patanjali Hair Oil 100g,C07,Patanjali,100g,EA,2019-04-01,9999-12-31,True
2068,P107472,Eastern Garam Masala 200g,C06,Eastern,200g,EA,2019-04-01,9999-12-31,True
2069,P107477,English Oven Pav Bun Pack of 2,C11,English Oven,Pack of 2,EA,2019-04-01,9999-12-31,True
2070,P107488,Cadbury Chewing Gum 25g,C13,Cadbury,25g,EA,2019-04-01,9999-12-31,True
2071,P107495,Nataraj Pencil Box 500 sheets,C14,Nataraj,500 sheets,EA,2019-04-01,9999-12-31,True
2072,P107502,Surf Excel Floor Cleaner 200g,C08,Surf Excel,200g,EA,2019-04-01,9999-12-31,True
2073,P107508,Pampers Diapers Medium,C09,Pampers,Medium,EA,2019-04-01,9999-12-31,True
2074,P107516,Himalaya Face Wash 340ml,C07,Himalaya,340ml,EA,2019-04-01,9999-12-31,True
2075,P107520,Dhara Mustard Oil 2L,C05,Dhara,2L,EA,2019-04-01,9999-12-31,True
2076,P107526,Perfetti Milk Chocolate 50g,C13,Perfetti,50g,EA,2019-04-01,9999-12-31,True
2077,P107536,Aashirvaad Toor Dal 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
2078,P107542,Local Mandi Onion Loose,C12,Local Mandi,Loose,KG,2019-04-01,9999-12-31,True
2079,P107549,Anmol Cream Biscuit 150g,C01,Anmol,150g,EA,2019-04-01,9999-12-31,True
2080,P107555,Fortune Poha 5kg,C04,Fortune,5kg,EA,2019-04-01,9999-12-31,True
2081,P107564,Classmate A4 Paper Ream 500 sheets,C14,Classmate,500 sheets,EA,2019-04-01,9999-12-31,True
2082,P107568,Local Bakery Rusk Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
2083,P107575,Local Mandi Onion 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
2084,P107581,Sumeru Ready Paratha 1kg,C10,Sumeru,1kg,EA,2019-04-01,9999-12-31,True
2085,P107589,Harpic Fabric Conditioner 500ml,C08,Harpic,500ml,EA,2019-04-01,9999-12-31,True
2086,P107597,Milky Mist Ghee 200g,C02,Milky Mist,200g,EA,2019-04-01,9999-12-31,True
2087,P107605,Johnson's Baby Wipes Medium,C09,Johnson's,Medium,EA,2019-04-01,9999-12-31,True
2088,P107609,Britannia Glucose Biscuit 100g,C01,Britannia,100g,EA,2019-04-01,9999-12-31,True
2089,P107621,Safal Banana Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
2090,P107623,Patanjali Hair Oil 340ml,C07,Patanjali,340ml,EA,2019-04-01,9999-12-31,True
2091,P107630,Bisleri Soda 1L,C03,Bisleri,1L,EA,2019-04-01,9999-12-31,True
2092,P107639,McCain Idli Batter 400g,C10,McCain,400g,EA,2019-04-01,9999-12-31,True
2093,P107646,Aachi Sambar Powder 500g,C06,Aachi,500g,EA,2019-04-01,9999-12-31,True
2094,P107654,ITC Master Chef Ready Paratha 400g,C10,ITC Master Chef,400g,EA,2019-04-01,9999-12-31,True
2095,P107662,Amul Choco Milk Chocolate 50g,C13,Amul Choco,50g,EA,2019-04-01,9999-12-31,True
2096,P107667,McCain Idli Batter 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
2097,P107676,Everest Sambar Powder 50g,C06,Everest,50g,EA,2019-04-01,9999-12-31,True
2098,P107681,Himalaya Hair Oil 340ml,C07,Himalaya,340ml,EA,2019-04-01,9999-12-31,True
2099,P107686,Comfort Toilet Cleaner 200g,C08,Comfort,200g,EA,2019-04-01,9999-12-31,True
2100,P107695,Comfort Dishwash Bar 500ml,C08,Comfort,500ml,EA,2019-04-01,9999-12-31,True
2101,P107705,Mamypoko Baby Wipes Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
2102,P107708,India Gate Toor Dal 10kg,C04,India Gate,10kg,EA,2019-04-01,9999-12-31,True
2103,P107715,Patanjali Face Wash 340ml,C07,Patanjali,340ml,EA,2019-04-01,9999-12-31,True
2104,P107721,Safal Banana Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
2105,P107733,Harvest Gold Pav Bun 400g,C11,Harvest Gold,400g,EA,2019-04-01,9999-12-31,True
2106,P107740,Mamypoko Baby Wipes Large,C09,Mamypoko,Large,EA,2019-04-01,9999-12-31,True
2107,P107743,McCain French Fries 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
2108,P107753,Farm Fresh Banana 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
2109,P107759,Fortune Basmati Rice 10kg,C04,Fortune,10kg,EA,2019-04-01,9999-12-31,True
2110,P107767,Dhara Mustard Oil 5L,C05,Dhara,5L,EA,2019-04-01,9999-12-31,True
2111,P107775,Sundrop Groundnut Oil 1L,C05,Sundrop,1L,EA,2019-04-01,9999-12-31,True
2112,P107777,Farm Fresh Banana 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
2113,P107784,Pampers Baby Wipes XL,C09,Pampers,XL,EA,2019-04-01,9999-12-31,True
2114,P107795,Camlin Notebook 500 sheets,C14,Camlin,500 sheets,EA,2019-04-01,9999-12-31,True
2115,P107799,Milky Mist Ghee 500g,C02,Milky Mist,500g,EA,2019-04-01,9999-12-31,True
2116,P107807,Heritage Cheese Slices 200g,C02,Heritage,200g,EA,2019-04-01,9999-12-31,True
2117,P107815,iD Fresh French Fries 200g,C10,iD Fresh,200g,EA,2019-04-01,9999-12-31,True
2118,P107822,Parle Marie Gold 100g,C01,Parle,100g,EA,2019-04-01,9999-12-31,True
2119,P107826,Cadbury Dark Chocolate 50g,C13,Cadbury,50g,EA,2019-04-01,2024-05-31,False
2120,P107837,Tata Tea Cola 2L,C03,Tata Tea,2L,EA,2019-04-01,9999-12-31,True
2121,P107843,Colgate Shampoo 180ml,C07,Colgate,180ml,EA,2019-04-01,9999-12-31,True
2122,P107848,Eastern Coriander Powder 500g,C06,Eastern,500g,EA,2019-04-01,9999-12-31,True
2123,P107859,Sundrop Mustard Oil 5L,C05,Sundrop,5L,EA,2019-04-01,9999-12-31,True
2124,P107863,Harpic Fabric Conditioner 500g,C08,Harpic,500g,EA,2019-04-01,9999-12-31,True
2125,P107872,Gold Winner Rice Bran Oil 2L,C05,Gold Winner,2L,EA,2019-04-01,9999-12-31,True
2126,P107880,Heritage Curd 1L,C02,Heritage,1L,EA,2019-04-01,9999-12-31,True
2127,P107884,Parle Cream Biscuit 60g,C01,Parle,60g,EA,2019-04-01,9999-12-31,True
2128,P107890,Modern Rusk 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
2129,P107899,English Oven Muffin 6 pc,C11,English Oven,6 pc,EA,2019-04-01,9999-12-31,True
2130,P107903,Himalaya Bathing Soap 75g,C07,Himalaya,75g,EA,2019-04-01,2024-05-31,False
2131,P107914,Comfort Fabric Conditioner 1kg,C08,Comfort,1kg,EA,2019-04-01,9999-12-31,True
2132,P107920,Sunfeast Namkeen Mix 250g,C01,Sunfeast,250g,EA,2019-04-01,9999-12-31,True
2133,P107925,Fortune Rice Bran Oil 5L,C05,Fortune,5L,EA,2019-04-01,9999-12-31,True
2134,P107933,Johnson's Diapers Large,C09,Johnson's,Large,EA,2019-04-01,9999-12-31,True
2135,P107943,Cadbury Dark Chocolate 100g,C13,Cadbury,100g,EA,2019-04-01,9999-12-31,True
2136,P107946,Daawat Whole Wheat Atta 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
2137,P107952,24 Mantra Toor Dal 10kg,C04,24 Mantra,10kg,EA,2019-04-01,9999-12-31,True
2138,P107960,Huggies Diapers Small,C09,Huggies,Small,EA,2019-04-01,9999-12-31,True
2139,P107966,India Gate Whole Wheat Atta 5kg,C04,India Gate,5kg,EA,2019-04-01,9999-12-31,True
2140,P107973,Amul Curd 500ml,C02,Amul,500ml,EA,2019-04-01,9999-12-31,True
2141,P107984,Surf Excel Floor Cleaner 200g,C08,Surf Excel,200g,EA,2019-04-01,9999-12-31,True
2142,P107989,Comfort Floor Cleaner 500g,C08,Comfort,500g,EA,2019-04-01,9999-12-31,True
2143,P107996,Fortune Groundnut Oil 5L,C05,Fortune,5L,EA,2019-04-01,9999-12-31,True
2144,P108001,Local Mandi Banana Loose,C12,Local Mandi,Loose,KG,2019-04-01,9999-12-31,True
2145,P108008,Bisleri Cola 2L,C03,Bisleri,2L,EA,2019-04-01,9999-12-31,True
2146,P108017,Safal Banana 500g,C12,Safal,500g,KG,2019-04-01,9999-12-31,True
2147,P108026,Parle Marie Gold 60g,C01,Parle,60g,EA,2019-04-01,9999-12-31,True
2148,P108032,Huggies Baby Powder Small,C09,Huggies,Small,EA,2019-04-01,9999-12-31,True
2149,P108041,Camlin Notebook Pack of 5,C14,Camlin,Pack of 5,EA,2019-04-01,9999-12-31,True
2150,P108046,Parle Cream Biscuit 150g,C01,Parle,150g,EA,2019-04-01,9999-12-31,True
2151,P108050,Saffola Mustard Oil 2L,C05,Saffola,2L,EA,2019-04-01,9999-12-31,True
2152,P108060,Nivea Face Wash 340ml,C07,Nivea,340ml,EA,2019-04-01,9999-12-31,True
2153,P108067,Fortune Toor Dal 10kg,C04,Fortune,10kg,EA,2019-04-01,9999-12-31,True
2154,P108076,Nestle Candy Pack 100g,C13,Nestle,100g,EA,2019-04-01,9999-12-31,True
2155,P108082,Real Soda 600ml,C03,Real,600ml,EA,2019-04-01,9999-12-31,True
2156,P108090,Harvest Gold Sandwich Bread 6 pc,C11,Harvest Gold,6 pc,EA,2019-04-01,9999-12-31,True
2157,P108097,Sumeru Ready Paratha 200g,C10,Sumeru,200g,EA,2019-04-01,9999-12-31,True
2158,P108101,Mamypoko Baby Wipes XL,C09,Mamypoko,XL,EA,2019-04-01,9999-12-31,True
2159,P108110,Bikano Namkeen Mix 150g,C01,Bikano,150g,EA,2019-04-01,9999-12-31,True
2160,P108118,English Oven Pav Bun 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
2161,P108125,Safal Onion Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
2162,P108131,Nandini Butter 1L,C02,Nandini,1L,EA,2019-04-01,9999-12-31,True
2163,P108135,Daawat Toor Dal 5kg,C04,Daawat,5kg,EA,2019-04-01,9999-12-31,True
2164,P108144,iD Fresh Ready Paratha 200g,C10,iD Fresh,200g,EA,2019-04-01,9999-12-31,True
2165,P108149,Fortune Basmati Rice 10kg,C04,Fortune,10kg,EA,2019-04-01,9999-12-31,True
2166,P108159,Aashirvaad Chana Dal 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
2167,P108162,Everest Garam Masala 500g,C06,Everest,500g,EA,2019-04-01,9999-12-31,True
2168,P108174,Eastern Garam Masala 500g,C06,Eastern,500g,EA,2019-04-01,9999-12-31,True
2169,P108179,Cello A4 Paper Ream 500 sheets,C14,Cello,500 sheets,EA,2019-04-01,9999-12-31,True
2170,P108186,Cello A4 Paper Ream 1 pc,C14,Cello,1 pc,EA,2019-04-01,9999-12-31,True
2171,P108191,Catch Turmeric Powder 200g,C06,Catch,200g,EA,2019-04-01,9999-12-31,True
2172,P108200,McCain Frozen Peas 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
2173,P108206,Daawat Poha 10kg,C04,Daawat,10kg,EA,2019-04-01,2024-05-31,False
2174,P108216,English Oven Rusk 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
2175,P108221,Unibic Namkeen Mix 150g,C01,Unibic,150g,EA,2019-04-01,9999-12-31,True
2176,P108227,Daawat Toor Dal 5kg,C04,Daawat,5kg,EA,2019-04-01,9999-12-31,True
2177,P108234,Sunfeast Marie Gold 60g,C01,Sunfeast,60g,EA,2019-04-01,9999-12-31,True
2178,P108239,Cadbury Milk Chocolate 50g,C13,Cadbury,50g,EA,2019-04-01,9999-12-31,True
2179,P108247,Comfort Detergent Powder 200g,C08,Comfort,200g,EA,2019-04-01,9999-12-31,True
2180,P108258,Anmol Cream Biscuit 250g,C01,Anmol,250g,EA,2019-04-01,9999-12-31,True
2181,P108262,Patanjali Face Wash 180ml,C07,Patanjali,180ml,EA,2019-04-01,9999-12-31,True
2182,P108272,McCain Idli Batter 400g,C10,McCain,400g,EA,2019-04-01,9999-12-31,True
2183,P108275,Mamaearth Bathing Soap 340ml,C07,Mamaearth,340ml,EA,2019-04-01,9999-12-31,True
2184,P108282,Nandini Cheese Slices 1L,C02,Nandini,1L,EA,2019-04-01,9999-12-31,True
2185,P108292,Farm Fresh Apple 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
2186,P108300,Patanjali Bathing Soap 100g,C07,Patanjali,100g,EA,2019-04-01,9999-12-31,True
2187,P108302,Sundrop Groundnut Oil 2L,C05,Sundrop,2L,EA,2019-04-01,9999-12-31,True
2188,P108313,ITC Master Chef Frozen Peas 1kg,C10,ITC Master Chef,1kg,EA,2019-04-01,9999-12-31,True
2189,P108319,Sundrop Mustard Oil 5L,C05,Sundrop,5L,EA,2019-04-01,9999-12-31,True
2190,P108326,Classmate Ball Pen 1 pc,C14,Classmate,1 pc,EA,2019-04-01,9999-12-31,True
2191,P108335,Farm Fresh Onion 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
2192,P108338,Amul Choco Chewing Gum 25g,C13,Amul Choco,25g,EA,2019-04-01,9999-12-31,True
2193,P108346,Milky Mist Ghee 200ml,C02,Milky Mist,200ml,EA,2019-04-01,9999-12-31,True
2194,P108356,Camlin Pencil Box Pack of 5,C14,Camlin,Pack of 5,EA,2019-04-01,9999-12-31,True
2195,P108361,India Gate Chana Dal 10kg,C04,India Gate,10kg,EA,2019-04-01,9999-12-31,True
2196,P108369,Paper Boat Mineral Water 1L,C03,Paper Boat,1L,EA,2019-04-01,9999-12-31,True
2197,P108374,Fortune Toor Dal 5kg,C04,Fortune,5kg,EA,2019-04-01,9999-12-31,True
2198,P108379,Sumeru Frozen Peas 1kg,C10,Sumeru,1kg,EA,2019-04-01,9999-12-31,True
2199,P108389,Gold Winner Sunflower Oil 1L,C05,Gold Winner,1L,EA,2019-04-01,9999-12-31,True
2200,P108397,Sumeru Ready Paratha 400g,C10,Sumeru,400g,EA,2019-04-01,9999-12-31,True
2201,P102931,Safal Tomato Loose,C12,Safal,Loose,EA,2024-06-01,9999-12-31,True
2202,P105860,Sundrop Rice Bran Oil 2L,C05,Sundrop,2L,EA,2024-06-01,9999-12-31,True
2203,P102738,McCain Ready Paratha 1kg,C10,McCain,1kg,EA,2024-06-01,9999-12-31,True
2204,P105413,Nataraj Notebook Pack of 5,C14,Nataraj,Pack of 5,EA,2024-06-01,9999-12-31,True
2205,P100784,Camlin A4 Paper Ream Pack of 5,C14,Camlin,Pack of 5,EA,2024-06-01,9999-12-31,True
2206,P101359,Amul Choco Chewing Gum 50g,C13,Amul Choco,50g,EA,2024-06-01,9999-12-31,True
2207,P102042,Pampers Diapers Medium,C09,Pampers,Medium,EA,2024-06-01,9999-12-31,True
2208,P101004,Mother Dairy Cheese Slices 500g,C02,Mother Dairy,500g,EA,2024-06-01,9999-12-31,True
2209,P102409,Real Instant Coffee 500g,C03,Real,500g,EA,2024-06-01,9999-12-31,True
2210,P107903,Sunfeast Marie Gold 100g,C01,Sunfeast,100g,EA,2024-06-01,9999-12-31,True
2211,P105092,Colgate Shampoo 340ml,C07,Colgate,340ml,EA,2024-06-01,9999-12-31,True
2212,P102184,Surf Excel Floor Cleaner 500ml,C08,Surf Excel,500ml,EA,2024-06-01,9999-12-31,True
2213,P100621,Cadbury Chewing Gum 50g,C13,Cadbury,50g,EA,2024-06-01,9999-12-31,True
2214,P104112,Catch Chilli Powder 200g,C06,Catch,200g,EA,2024-06-01,9999-12-31,True
2215,P104708,Mother Dairy Curd 500ml,C02,Mother Dairy,500ml,EA,2024-06-01,9999-12-31,True
2216,P104725,Dove Toothpaste 100g,C07,Dove,100g,EA,2024-06-01,9999-12-31,True
2217,P108206,Local Mandi Apple 1kg,C12,Local Mandi,1kg,EA,2024-06-01,9999-12-31,True
2218,P105562,Vim Fabric Conditioner 500ml,C08,Vim,500ml,EA,2024-06-01,9999-12-31,True
2219,P106399,Modern Muffin 6 pc,C11,Modern,6 pc,EA,2024-06-01,9999-12-31,True
2220,P102845,Aachi Coriander Powder 50g,C06,Aachi,50g,EA,2024-06-01,9999-12-31,True
2221,P107072,Farm Fresh Onion 1kg,C12,Farm Fresh,1kg,EA,2024-06-01,9999-12-31,True
2222,P106009,Camlin Notebook Pack of 5,C14,Camlin,Pack of 5,EA,2024-06-01,9999-12-31,True
2223,P102549,Farm Fresh Carrot 1kg,C12,Farm Fresh,1kg,EA,2024-06-01,9999-12-31,True
2224,P107826,iD Fresh Ready Paratha 400g,C10,iD Fresh,400g,EA,2024-06-01,9999-12-31,True
